,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.0,0.8397195548959013,0.9227213780536234,0.8614816105186929,0.9060853230885013,0.819406442339642,0.8014020329668878,0.8272648476173388,0.9805155825670078,0.9328869252684469,0.9759602145871697,0.8371706553201996,0.8178764841732106,0.8354179208044935,0.9137153816851897,0.9887104529897852,0.931261151028434,0.8488527622047093,0.900132077430207,0.944998805501843,0.8938930045410625,0.9266553720883787,0.8331087394400641,0.9792125285567888,0.8536285731187648,0.8144619389677558,0.9402045199812974,0.8870906439653785,0.8863921705386216,0.8030039167614641,0.8116034451329492,0.8159952873633457
1,0.8521383752621216,1.0,0.9775084687238678,0.9222572517181493,0.9263374841127205,0.9808014961132409,0.9388548134176604,0.8961134527899554,0.9212044179692366,0.8623657645541026,0.8414386973599713,0.9526344263717991,0.8278693054152217,0.9716065476848323,0.9473843318316807,0.933211064030762,0.9666799940205713,0.8031696099352011,0.9728510729640578,0.8360841324295156,0.9477274638354514,0.8549034432156374,0.946464262005319,0.9260536381031031,0.812991254723095,0.8088126766648442,0.8006076271443785,0.8669522733143539,0.9032900279834262,0.9807116424786688,0.8987414088172563,0.8985940257474525
2,0.8101598836691685,0.9831311978859754,1.0,0.8856586262803503,0.8790718024400848,0.8573292377493996,0.869868166201338,0.9373406312456386,0.8044859064132918,0.9520815132473919,0.839386600619285,0.9534133000078817,0.8868386813419495,0.9706466446239963,0.8606682790587654,0.869439652592001,0.8037574328551794,0.9094527212804823,0.9581342093716739,0.8145024469545581,0.8415031755075367,0.9573408108555586,0.8439963339520687,0.8065850516633396,0.9239903582300618,0.8396080767379986,0.9764241740734161,0.8295918079193535,0.8558458027688841,0.9151204683027411,0.8127223591779856,0.8626412319371327
3,0.847915706712873,0.9402601065627916,0.8763259864108447,1.0,0.9461427531507298,0.8839772917793249,0.9168205478083182,0.8005264902175321,0.951831773733987,0.8910311129952978,0.8794338032601373,0.9106393883979258,0.8867480614267761,0.8346405976684184,0.8779237689714826,0.925532478570787,0.8403459683689041,0.9443320662705115,0.8516794011312167,0.9093987874382032,0.9645451437485021,0.8115617846311176,0.8983502927618436,0.9872492408377352,0.8184256616143083,0.802265931696215,0.8920698167430886,0.8959736500315401,0.8898328945044981,0.9623690790443693,0.9026990626375626,0.8575811173701724
4,0.9363808969245867,0.941210382528203,0.8491754579037285,0.805222082995865,1.0,0.9134456300263264,0.8181764388414153,0.8621041888335571,0.9294382643989672,0.9717925230772406,0.8365486350180079,0.830308058683632,0.9486323802843578,0.8063323386693658,0.8981213740755616,0.9462697800825913,0.8141036880652012,0.867216004395281,0.9322248633552124,0.8626365452493776,0.8050348520244085,0.8781644836356868,0.8854514984783414,0.9827980973344197,0.9241891509139775,0.9882972671337241,0.8668671337699381,0.8071416565313738,0.8424605572157343,0.9284486810105268,0.9456422585829586,0.8110451314425563
5,0.9565009288780022,0.9300745263683762,0.896767821667874,0.8566907250626163,0.8010986258934893,1.0,0.9482920044998518,0.9074282966918158,0.9598247966763281,0.9527230559891833,0.9685450772145993,0.9098790674022414,0.9749839053776591,0.9513490852051668,0.8929733732228994,0.8882331472580854,0.8792701502010458,0.8653958681476175,0.9752013258103079,0.8384894769710373,0.9346319349175701,0.8708945054784366,0.9456085164308822,0.9173198896596811,0.844722464840586,0.8904010782870427,0.9822105692374978,0.8586380137519921,0.81677080245102,0.9883950402863252,0.8709150602429415,0.9670380891103474
6,0.9168064832190668,0.9362387853815142,0.8611137370171691,0.8757953265502127,0.9412663342728971,0.9044799982393674,1.0,0.9446600668620021,0.936605373551455,0.9362294285413886,0.957279421166805,0.8629894278430082,0.9602203022622482,0.8527017422397907,0.9254740949344233,0.9883236340542408,0.8539328751723255,0.806455099998127,0.9460880664011191,0.9767916291725279,0.9598221713309885,0.8575202384493876,0.9411993804462255,0.8337896290913357,0.8961065533263678,0.8059119428454714,0.9016377526478709,0.9140286721531684,0.9890509767713678,0.9222565377751658,0.9792156244461507,0.8595620460538572
7,0.9602396178639708,0.8634189089829414,0.8293535525063755,0.8512141066404734,0.8412005497008156,0.8458657512889481,0.9642469656985453,1.0,0.8049786061811617,0.8611228920307719,0.8719521742528289,0.9280677292118751,0.9732795120970357,0.933951887861541,0.9506097948567955,0.8959044228498836,0.8953202694289206,0.9733761087269408,0.9218994414551074,0.9520296066771583,0.9825173039061179,0.913331254009309,0.9073343990055477,0.8155375354232053,0.8981507661887755,0.8877060756304308,0.939716677245721,0.9235354259273636,0.8372328543496742,0.8930354182286091,0.9240396755977138,0.8666993062684174
8,0.9536906536580032,0.8236087966834412,0.928904577194487,0.9862964533101628,0.8836720253236567,0.9628123925625431,0.9201629788625225,0.8240044821538519,1.0,0.885059847681353,0.9801013821191235,0.8812252258969143,0.9762124810803701,0.9321718146080757,0.8289923069492523,0.825228157167389,0.9158919100565717,0.8839007063597224,0.9478589578163266,0.9649446936743737,0.853744797797555,0.9854465909173569,0.9486321859256532,0.8296829331491552,0.8249839287494184,0.9826618777767616,0.8792969215651238,0.9443828575016168,0.8121430801540803,0.9729249038334179,0.8319133289595054,0.9759404829280562
9,0.8228118686262121,0.8590326974455263,0.8865273427240565,0.8942640692660212,0.9518813451078646,0.8843947150106679,0.8293555596455837,0.9321865722749394,0.9593681171809936,1.0,0.8689001523601331,0.8437450341069815,0.8183451294891468,0.9502874882316931,0.952517540278556,0.8935134537017284,0.818541215480388,0.841385724128621,0.9630699998501838,0.8939504478946995,0.9114255225159088,0.8770659554259925,0.9327494269047532,0.9295435825434178,0.8261821520385871,0.9316307321118845,0.8898325096305885,0.8874540126269151,0.8782024258297203,0.8773396179869231,0.9452110474076652,0.9550065199466787
10,0.9625192791576263,0.9229805597343322,0.956153550500818,0.8611100720125087,0.8979371068666224,0.9180851731729585,0.929247979557438,0.9722070256352752,0.8197994159701061,0.8001985077884837,1.0,0.9022200300278655,0.9758993239469737,0.9699268330224029,0.8705368159991784,0.9560235355808486,0.8958660850416953,0.8590559035266534,0.871937040073829,0.9443988165615707,0.852656384962927,0.9625184582520894,0.8896487797539724,0.815390283293612,0.8521871171865572,0.8236541079038034,0.8431148317873177,0.8092777525974544,0.8347184938916894,0.9465501614720553,0.8277839805396331,0.9827318339778985
11,0.893408792318522,0.974265326840665,0.9547585890170782,0.8226769238454806,0.8405193277951275,0.8794749613638434,0.9137537689113724,0.8588501163024417,0.8083600004673154,0.8890175217235667,0.8856902231019568,1.0,0.8009094292204813,0.9256484700282838,0.9516962592409977,0.9860709769833792,0.9593349606109762,0.9281443386086761,0.8674683088551605,0.8466396596818799,0.938568744694559,0.9702392947848433,0.9698488745037015,0.8572720825469711,0.8513108118844598,0.9700134591136249,0.9616199855789506,0.9076293691446182,0.8328892977642973,0.8049170133733481,0.8589034258563124,0.9313892520799095
